HouseDescription,Address,Cost
For Sale Townhouse 3 Bedrooms 3 Bathrooms 90 sqm. ,"San Jose del Monte, Bulacan",₱ 4.05 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 110 sqm. ,"Imus, Cavite",₱ 7.77 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 95 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 14.0 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Roxas City, Capiz",₱ 4.82 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 187 sqm. ,"Bacolor, Pampanga",₱ 6.31 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 200 sqm. ,"Malvar, Batangas",₱ 8.00 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 83 sqm. ,"Subic, Zambales",₱ 5.67 million
For Sale Single Detached House 4 Bedrooms 5 Bathrooms 285 sqm. ,"Pasig, Metro Manila",₱ 15.5 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 90 sqm. ,"Trece Martires, Cavite",₱ 4.93 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Bacoor, Cavite",₱ 4.51 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Bacoor, Cavite",₱ 3.49 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Numancia, Aklan",₱ 2.06 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 110 sqm. ,"Calamba, Laguna",₱ 8.73 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 42 sqm. ,"Santa Maria, Bulacan",₱ 2.11 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 87 sqm. ,"Bacoor, Cavite",₱ 4.98 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Baliuag, Bulacan",₱ 2.96 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Tarlac City, Tarlac",₱ 8.52 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 2.00 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 42 sqm. ,"Malvar, Batangas",₱ 1.77 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Dumaguete, Negros Oriental",₱ 4.64 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Butuan, Agusan del Norte",₱ 5.50 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 88 sqm. ,"Lipa, Batangas",₱ 3.75 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Capas, Tarlac",₱ 4.16 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 159 sqm. ,"Santo Tomas, Batangas",₱ 6.06 million
For Sale Others 4 Bedrooms 2 Bathrooms 320 sqm. ,"Daraga (Locsin), Albay",₱ 35.0 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Apalit, Pampanga",₱ 5.00 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 180 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 161 sqm. ,"Nuvali, Cabuyao, Laguna",₱ 6.10 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Numancia, Aklan",₱ 4.83 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 140 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 11.8 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 168 sqm. ,"Mactan, Lapu-Lapu, Cebu",₱ 4.00 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pavia, Iloilo",₱ 4.85 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pavia, Iloilo",₱ 4.85 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Koronadal, South Cotabato",₱ 3.56 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Alaminos, Laguna",₱ 1.58 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Baras, Rizal",₱ 1.64 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 43 sqm. ,"Naic, Cavite",₱ 1.24 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 96 sqm. ,"Baliuag, Bulacan",₱ 10.1 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Pilar, Bataan","₱ 580,000"
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 450 sqm. ,"Angeles, Pampanga",₱ 33.0 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 100 sqm. ,"Baliuag, Bulacan",₱ 7.12 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Numancia, Aklan",₱ 2.06 million
For Sale Townhouse 4 Bedrooms 2 Bathrooms 124 sqm. ,"Las Piñas, Metro Manila",₱ 7.55 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.40 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Lipa, Batangas",₱ 1.90 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Numancia, Aklan",₱ 4.86 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 147 sqm. ,"Cavite City, Cavite",₱ 9.42 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Bacolod, Negros Occidental",₱ 1.86 million
For Sale Single Detached House 3 Bedrooms 5 Bathrooms 264 sqm. ,"Santa Rosa, Laguna",₱ 28.0 million
For Sale Duplex / Twin House 2 Bedrooms 2 Bathrooms 70 sqm. ,"Biñan, Laguna",₱ 4.80 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 131 sqm. ,"Cavite City, Cavite",₱ 9.09 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.83 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 97 sqm. ,"Numancia, Aklan",₱ 6.50 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Antipolo, Rizal",₱ 8.73 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 60 sqm. ,"San Fernando, Pampanga",₱ 17.0 million
"For Sale Single Attached House 9 Bedrooms 13 Bathrooms 1,000 sqm. ","Angeles, Pampanga",₱ 85.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Binangonan, Rizal",₱ 2.86 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Malolos, Bulacan",₱ 2.34 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Santa Rosa, Nueva Ecija",₱ 2.80 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Dumaguete, Negros Oriental",₱ 1.90 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Baras, Rizal",₱ 1.64 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"San Pablo, Laguna",₱ 5.41 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"San Pablo, Laguna",₱ 4.77 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Mariveles, Bataan","₱ 560,000"
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Puerto Princesa, Palawan",₱ 5.77 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"San Pablo, Laguna",₱ 4.07 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 142 sqm. ,"Bacoor, Cavite",₱ 18.3 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 90 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Numancia, Aklan",₱ 4.83 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 68 sqm. ,"Bacoor, Cavite",₱ 5.56 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 400 sqm. ,"Parañaque, Metro Manila",₱ 49.0 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 85 sqm. ,"Imus, Cavite",₱ 8.65 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 22 sqm. ,"Ivisan, Capiz",₱ 1.69 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 245 sqm. ,"Angeles, Pampanga",₱ 21.5 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Baliuag, Bulacan",₱ 2.11 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Oton, Iloilo",₱ 2.20 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Calamba, Laguna",₱ 1.90 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Ormoc, Leyte",₱ 2.00 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Mariveles, Bataan","₱ 540,000"
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 46 sqm. ,"Bay, Laguna",₱ 4.10 million
For Sale Rowhouse 1 Bedroom 1 Bathroom 22 sqm. ,"Mariveles, Bataan","₱ 540,000"
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 46 sqm. ,"Bay, Laguna",₱ 4.10 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 88 sqm. ,"Plaridel, Bulacan",₱ 5.18 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 3.17 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 161 sqm. ,"Lipa, Batangas",₱ 4.20 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Oton, Iloilo",₱ 2.20 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Paracale, Camarines Norte",₱ 5.20 million
For Sale Townhouse 4 Bedrooms 2 Bathrooms 70 sqm. ,"General Trias, Cavite",₱ 3.00 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Butuan, Agusan del Norte",₱ 1.62 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 1.83 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Antipolo, Rizal",₱ 8.73 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Gapan, Nueva Ecija",₱ 5.48 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 163 sqm. ,"Las Piñas, Metro Manila",₱ 9.80 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 40 sqm. ,"Baliuag, Bulacan",₱ 2.01 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Lipa, Batangas",₱ 1.58 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 46 sqm. ,"Dumaguete, Negros Oriental",₱ 3.49 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Alaminos, Laguna",₱ 2.00 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Calbayog, Samar",₱ 1.64 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 4.43 million
For Sale Others 2 Bedrooms 1 Bathroom 44 sqm. ,"Balayan, Batangas",₱ 1.58 million
For Sale Townhouse 4 Bedrooms 3 Bathrooms 99 sqm. ,"Las Piñas, Metro Manila",₱ 6.70 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Binangonan, Rizal",₱ 2.86 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 90 sqm. ,"Trece Martires, Cavite",₱ 4.93 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 78 sqm. ,"Malvar, Batangas",₱ 4.16 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 89 sqm. ,"Antipolo, Rizal",₱ 4.80 million
For Sale Others 5 Bedrooms 3 Bathrooms 142 sqm. ,"Subic, Zambales",₱ 9.97 million
For Sale Townhouse 2 Bedrooms 2 Bathrooms 54 sqm. ,"Las Piñas, Metro Manila",₱ 3.50 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Digos, Davao del Sur",₱ 1.87 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 500 sqm. ,"Quezon City / QC, Metro Manila",₱ 26.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Caloocan, Metro Manila",₱ 2.11 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Iriga, Camarines Sur",₱ 1.87 million
For Sale Others 3 Bedrooms 3 Bathrooms 150 sqm. ,"Parañaque, Metro Manila",₱ 12.0 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Digos, Davao del Sur",₱ 1.58 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Bayugan, Agusan del Sur",₱ 1.62 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Butuan, Agusan del Norte",₱ 1.57 million
For Sale Single Detached House 4 Bedrooms 2 Bathrooms 125 sqm. ,"Tanza, Cavite",₱ 7.20 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 36 sqm. ,"Tagum, Davao del Norte",₱ 1.27 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Butuan, Agusan del Norte",₱ 1.62 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Oton, Iloilo",₱ 8.71 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Baras, Rizal",₱ 1.90 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 120 sqm. ,"San Fernando, Pampanga",₱ 5.60 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 85 sqm. ,"Oton, Iloilo",₱ 6.58 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 53 sqm. ,"Antipolo, Rizal",₱ 5.20 million
For Sale Townhouse 5 Bedrooms 5 Bathrooms 210 sqm. ,"Manila, Metro Manila",₱ 17.0 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 55 sqm. ,"Minalin, Pampanga",₱ 2.60 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 73 sqm. ,"Antipolo, Rizal",₱ 5.00 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"General Santos (Dadiangas), South Cotabato",₱ 1.90 million
For Sale Others 3 Bedrooms 1 Bathroom 45 sqm. ,"Ormoc, Leyte",₱ 2.00 million
For Sale Others 2 Bedrooms 1 Bathroom 36 sqm. ,"Ormoc, Leyte",₱ 1.83 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Bulakan, Bulacan",₱ 2.15 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Bacoor, Cavite",₱ 4.23 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 81 sqm. ,"Kidapawan, Cotabato",₱ 1.87 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 144 sqm. ,"Angeles, Pampanga",₱ 5.56 million
For Sale Others 5 Bedrooms 3 Bathrooms 142 sqm. ,"Subic, Zambales",₱ 9.97 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 135 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 15.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 133 sqm. ,"Manila, Metro Manila",₱ 11.8 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 88 sqm. ,"Urdaneta, Pangasinan",₱ 3.73 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"San Fernando, Pampanga",₱ 1.90 million
For Sale Townhouse 2 Bathrooms 62 sqm. ,"Taytay, Rizal",₱ 5.48 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 96 sqm. ,"Binangonan, Rizal",₱ 6.41 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 120 sqm. ,"Angeles, Pampanga",₱ 5.60 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 80 sqm. ,"Antipolo, Rizal",₱ 4.19 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 305 sqm. ,"Quezon City / QC, Metro Manila",₱ 29.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 60 sqm. ,"Imus, Cavite",₱ 2.30 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 142 sqm. ,"Bacolod, Negros Occidental",₱ 7.80 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 50 sqm. ,"Bacolod, Negros Occidental",₱ 3.16 million
For Sale Single Detached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"Bacolod, Negros Occidental",₱ 4.54 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Oton, Iloilo",₱ 2.48 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 72 sqm. ,"San Juan, Batangas",₱ 5.40 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"San Juan, Batangas",₱ 4.62 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 72 sqm. ,"San Juan, Batangas",₱ 7.30 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 44 sqm. ,"Batangas City, Batangas",₱ 1.80 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 72 sqm. ,"San Juan, Batangas",₱ 7.30 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 46 sqm. ,"San Juan, Batangas",₱ 4.62 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 44 sqm. ,"Batangas City, Batangas",₱ 1.80 million
For Sale Single Attached House 5 Bedrooms 2 Bathrooms 84 sqm. ,"Bacoor, Cavite",₱ 5.30 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 136 sqm. ,"Silang, Cavite",₱ 8.47 million
For Sale Duplex / Twin House 2 Bedrooms 2 Bathrooms 50 sqm. ,"Dasmariñas, Cavite",₱ 1.50 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 46 sqm. ,"Tangub, Misamis Occidental",₱ 3.28 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Bacolod, Negros Occidental",₱ 2.84 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 45 sqm. ,"San Pablo, Laguna",₱ 2.10 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 22 sqm. ,"Cauayan, Isabela",₱ 1.26 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 45 sqm. ,"Bacolod, Negros Occidental",₱ 2.75 million
For Sale Single Detached House 5 Bedrooms 3 Bathrooms 179 sqm. ,"Silang, Cavite",₱ 9.79 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 130 sqm. ,"Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 36 sqm. ,"Angeles, Pampanga",₱ 1.87 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 46 sqm. ,"Lipa, Batangas",₱ 1.02 million
For Sale Single Attached House 4 Bedrooms 2 Bathrooms 400 sqm. ,"Tagaytay, Cavite",₱ 25.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 300 sqm. ,"Quezon City / QC, Metro Manila",₱ 24.0 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 93 sqm. ,"Lipa, Batangas",₱ 3.93 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Bauan, Batangas",₱ 2.02 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 350 sqm. ,"Angeles, Pampanga",₱ 32.0 million
For Sale Single Detached House 3 Bedrooms 3 Bathrooms 142 sqm. ,"Santa Rosa, Laguna",₱ 18.3 million
For Sale Townhouse 5 Bedrooms 4 Bathrooms 475 sqm. ,"San Juan, Metro Manila",₱ 41.0 million
For Sale Single Attached House 3 Bedrooms 3 Bathrooms 146 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 8.88 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 83 sqm. ,"Santa Maria, Bulacan",₱ 5.87 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Cauayan, Isabela",₱ 1.85 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Trece Martires, Cavite",₱ 1.93 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 22 sqm. ,"Iloilo City, Iloilo","₱ 590,000"
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Mexico, Pampanga",₱ 1.01 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 167 sqm. ,"Angeles, Pampanga",₱ 5.79 million
For Sale Townhouse 4 Bedrooms 4 Bathrooms 390 sqm. ,"Quezon City / QC, Metro Manila",₱ 38.0 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 45 sqm. ,"Calamba, Laguna",₱ 3.07 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 93 sqm. ,"Lipa, Batangas",₱ 4.57 million
For Sale Single Detached House 5 Bedrooms 4 Bathrooms 521 sqm. ,"Parañaque, Metro Manila",₱ 26.0 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 85 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 5.20 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 93 sqm. ,"Muntinlupa, Metro Manila",₱ 5.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Cauayan, Isabela",₱ 1.77 million
For Sale Others 3 Bedrooms 1 Bathroom 180 sqm. ,"Lucena, Quezon",₱ 5.50 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 46 sqm. ,"Angeles, Pampanga","₱ 945,120"
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Baliuag, Bulacan",₱ 1.85 million
For Sale Duplex / Twin House 3 Bedrooms 1 Bathroom 42 sqm. ,"Bacolod, Negros Occidental",₱ 1.92 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 44 sqm. ,"Tagum, Davao del Norte","₱ 500,000"
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 178 sqm. ,"Silang, Cavite",₱ 11.0 million
For Sale Single Detached House 4 Bedrooms 4 Bathrooms 505 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 67.0 million
For Sale Rowhouse 1 Bathroom 22 sqm. ,"Mariveles, Bataan","₱ 585,000"
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Pagadian, Zamboanga del Sur",₱ 1.88 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Lipa, Batangas",₱ 2.23 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 700 sqm. ,"Parañaque, Metro Manila",₱ 47.0 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Butuan, Agusan del Norte",₱ 8.90 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 189 sqm. ,"Angeles, Pampanga",₱ 6.51 million
For Sale Single Attached House 5 Bedrooms 3 Bathrooms 166 sqm. ,"Butuan, Agusan del Norte",₱ 8.90 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 45 sqm. ,"Calamba, Laguna",₱ 3.07 million
For Sale Townhouse 3 Bedrooms 1 Bathroom 42 sqm. ,"Bacolod, Negros Occidental",₱ 1.74 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 96 sqm. ,"San Fernando, Pampanga",₱ 4.30 million
For Sale Single Attached House 3 Bedrooms 1 Bathroom 42 sqm. ,"Tagum, Davao del Norte",₱ 1.98 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 63 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 5.97 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Trece Martires, Cavite",₱ 4.67 million
For Sale Single Attached House 4 Bedrooms 3 Bathrooms 266 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 6.00 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"San Pablo, Laguna",₱ 4.69 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 40 sqm. ,"Bay, Laguna",₱ 4.98 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 90 sqm. ,"Trece Martires, Cavite",₱ 7.16 million
For Sale Single Detached House 5 Bedrooms 5 Bathrooms 800 sqm. ,"Cainta, Rizal",₱ 35.0 million
For Sale Others 2 Bedrooms 1 Bathroom 100 sqm. ,"Pililla, Rizal","₱ 950,000"
For Sale Townhouse 4 Bedrooms 3 Bathrooms 112 sqm. ,"Quezon City / QC, Metro Manila",₱ 8.50 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 50 sqm. ,"Imus, Cavite",₱ 2.40 million
For Sale Rowhouse 2 Bedrooms 1 Bathroom 22 sqm. ,"Palo, Leyte",₱ 1.76 million
For Sale Single Attached House 2 Bedrooms 1 Bathroom 40 sqm. ,"San Pablo, Laguna",₱ 2.76 million
For Sale Townhouse 3 Bedrooms 3 Bathrooms 100 sqm. ,"Quezon City / QC, Metro Manila",₱ 1.40 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 74 sqm. ,"Bacoor, Cavite",₱ 6.67 million
For Sale Duplex / Twin House 2 Bedrooms 1 Bathroom 44 sqm. ,"Manolo Fortich, Bukidnon",₱ 1.90 million
For Sale Single Detached House 2 Bedrooms 1 Bathroom 46 sqm. ,"Trece Martires, Cavite",₱ 4.16 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 132 sqm. ,"San Fernando, Pampanga",₱ 5.90 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 96 sqm. ,"Mandaluyong, Metro Manila",₱ 6.50 million
For Sale Single Detached House 4 Bedrooms 3 Bathrooms 132 sqm. ,"San Fernando, Pampanga",₱ 5.90 million
For Sale Townhouse 3 Bedrooms 2 Bathrooms 96 sqm. ,"Mandaluyong, Metro Manila",₱ 6.50 million
For Sale Single Attached House 3 Bedrooms 2 Bathrooms 63 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 5.97 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"Bay, Laguna",₱ 2.52 million
For Sale Duplex / Twin House 3 Bedrooms 3 Bathrooms 120 sqm. ,"Antipolo, Rizal",₱ 6.28 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 35 sqm. ,"Palo, Leyte",₱ 2.32 million
For Sale Single Detached House 3 Bedrooms 2 Bathrooms 66 sqm. ,"Numancia, Aklan",₱ 4.83 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 36 sqm. ,"San Pablo, Laguna",₱ 2.12 million
For Sale Townhouse 2 Bedrooms 1 Bathroom 40 sqm. ,"Trece Martires, Cavite",₱ 4.67 million
For Sale Single Detached House 3 Bedrooms 1 Bathroom 45 sqm. ,"Lipa, Batangas",₱ 2.00 million
For Sale Single Attached House 2 Bedrooms 2 Bathrooms 53 sqm. ,"San Pablo, Laguna",₱ 4.69 million
