HouseDescription,Address,Cost
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Quezon City / QC, Metro Manila",₱ 3.78 million
For Sale 1 Bedroom 1 Bathroom 82 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 9.44 million
For Sale 1 Bedroom 1 Bathroom 13 sqm. ,"Mandaluyong, Metro Manila",₱ 2.65 million
For Sale 3 Bedrooms 1 Bathroom 42 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 4.29 million
For Sale 2 Bedrooms 1 Bathroom 35 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 3.34 million
For Sale 2 Bedrooms 2 Bathrooms 57 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 12.0 million
For Sale 2 Bedrooms 1 Bathroom 38 sqm. ,"Valenzuela, Metro Manila",₱ 3.60 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Taguig, Metro Manila",₱ 6.36 million
For Sale 4 Bedrooms 4 Bathrooms 218 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 68.0 million
For Sale 2 Bedrooms 3 Bathrooms 142 sqm. ,"Rockwell, Makati, Metro Manila",₱ 55.0 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Imus, Cavite",₱ 4.00 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Bacoor, Cavite",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 50 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 9.00 million
For Sale 2 Bedrooms 2 Bathrooms 317 sqm. ,"Mandaue, Cebu",₱ 17.0 million
For Sale 1 Bedroom 1 Bathroom 47 sqm. ,"Taguig, Metro Manila",₱ 10.9 million
For Sale 10 Bedrooms 4 Bathrooms 120 sqm. ,"Carmona, Cavite",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 59 sqm. ,"Makati, Metro Manila",₱ 17.0 million
For Sale 2 Bedrooms 1 Bathroom 131 sqm. ,"Manila, Metro Manila",₱ 50.0 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Binangonan, Rizal",₱ 2.20 million
For Sale Studio 1 Bathroom 21 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 2.20 million
For Sale 2 Bedrooms 1 Bathroom 40 sqm. ,"Pasig, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Cainta, Rizal",₱ 3.05 million
For Sale Studio 1 Bathroom 18 sqm. ,"Quezon City / QC, Metro Manila",₱ 2.81 million
For Sale 3 Bedrooms 2 Bathrooms 72 sqm. ,"Pasig, Metro Manila",₱ 5.56 million
For Sale 2 Bedrooms 2 Bathrooms 80 sqm. ,"San Juan, Metro Manila",₱ 11.0 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Mandaluyong, Metro Manila",₱ 6.81 million
For Sale 3 Bedrooms 3 Bathrooms 138 sqm. ,"Makati, Metro Manila",₱ 55.0 million
For Sale 2 Bedrooms 2 Bathrooms 70 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 17.0 million
For Sale 2 Bedrooms 1 Bathroom 46 sqm. ,"Manila, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Davao Park District, Davao City, Davao del Sur",₱ 2.46 million
For Sale 8 Bedrooms 8 Bathrooms 120 sqm. ,"Surigao City, Surigao del Norte",₱ 18.0 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Davao City, Davao del Sur",₱ 2.60 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Cebu City, Cebu",₱ 3.00 million
For Sale 4 Bedrooms 2 Bathrooms 94 sqm. ,"Quezon City / QC, Metro Manila",₱ 11.4 million
For Sale 3 Bedrooms 3 Bathrooms 119 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 23.6 million
For Sale 3 Bedrooms 2 Bathrooms 113 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 25.7 million
For Sale 3 Bedrooms 3 Bathrooms 95 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 29.1 million
For Sale 2 Bedrooms 2 Bathrooms 60 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 15.4 million
For Sale 2 Bedrooms 3 Bathrooms 108 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 24.2 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Cebu City, Cebu",₱ 4.91 million
For Sale Studio 1 Bathroom 20 sqm. ,"Muntinlupa, Metro Manila",₱ 2.80 million
For Sale 1 Bedroom 1 Bathroom 69 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 26.8 million
For Sale Studio 1 Bathroom 40 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 10.0 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Mandaluyong, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Cainta, Rizal",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Taguig, Metro Manila",₱ 3.60 million
For Sale 2 Bedrooms 3 Bathrooms 141 sqm. ,"San Juan, Metro Manila",₱ 36.9 million
For Sale 2 Bedrooms 1 Bathroom 52 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 9.50 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Parañaque, Metro Manila",₱ 5.07 million
For Sale 3 Bedrooms 3 Bathrooms 90 sqm. ,"Pasig, Metro Manila",₱ 17.5 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Tagaytay, Cavite",₱ 7.70 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Cainta, Rizal",₱ 2.20 million
For Sale 1 Bedroom 2 Bathrooms 23 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 4.20 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.10 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Pasay, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 4.20 million
For Sale 2 Bedrooms 1 Bathroom 45 sqm. ,"Pasig, Metro Manila",₱ 9.10 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Mandaluyong, Metro Manila",₱ 8.00 million
For Sale Studio 1 Bathroom 22 sqm. ,"Pasig, Metro Manila",₱ 4.39 million
For Sale 2 Bedrooms 2 Bathrooms 45 sqm. ,"Manila, Metro Manila",₱ 6.01 million
For Sale 1 Bedroom 1 Bathroom 18 sqm. ,"Quezon City / QC, Metro Manila",₱ 3.91 million
For Sale Studio 1 Bathroom 22 sqm. ,"Manila, Metro Manila",₱ 1.74 million
For Sale 2 Bedrooms 1 Bathroom 54 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.52 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Pasig, Metro Manila",₱ 4.73 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Cainta, Rizal",₱ 3.70 million
For Sale 1 Bedroom 1 Bathroom 60 sqm. ,"Rockwell, Makati, Metro Manila",₱ 15.0 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Caloocan, Metro Manila",₱ 3.40 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Pasay, Metro Manila",₱ 4.00 million
For Sale 3 Bedrooms 3 Bathrooms 99 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 14.0 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.03 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Baliuag, Bulacan",₱ 3.31 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Makati, Metro Manila",₱ 7.50 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.25 million
For Sale 2 Bedrooms 1 Bathroom 63 sqm. ,"Pasig, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 44 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 11.5 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 2.04 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"San Jose del Monte, Bulacan",₱ 2.57 million
For Sale Studio 1 Bathroom 30 sqm. ,"Pasig, Metro Manila",₱ 1.60 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Pasay, Metro Manila",₱ 5.39 million
For Sale 2 Bedrooms 1 Bathroom 49 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 6.80 million
For Sale 2 Bedrooms 1 Bathroom 56 sqm. ,"Pasig, Metro Manila",₱ 7.00 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Pasig, Metro Manila",₱ 2.90 million
For Sale 3 Bedrooms 2 Bathrooms 211 sqm. ,"Bacoor, Cavite",₱ 27.9 million
For Sale Studio 1 Bathroom 18 sqm. ,"Fairview, Quezon City / QC, Metro Manila",₱ 1.30 million
For Sale Studio 1 Bathroom 16 sqm. ,"Alabang, Muntinlupa, Metro Manila",₱ 3.14 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Mandaluyong, Metro Manila",₱ 6.71 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Baliuag, Bulacan",₱ 2.80 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Taguig, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Pasay, Metro Manila",₱ 3.30 million
For Sale 4 Bedrooms 3 Bathrooms 115 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 13.9 million
For Sale 3 Bedrooms 2 Bathrooms 52 sqm. ,"Makati, Metro Manila",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 34 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 6.00 million
For Sale 4 Bedrooms 4 Bathrooms 160 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 15.0 million
For Sale 2 Bedrooms 1 Bathroom 54 sqm. ,"Pasig, Metro Manila",₱ 5.00 million
For Sale 2 Bedrooms 1 Bathroom 71 sqm. ,"San Juan, Metro Manila",₱ 12.5 million
For Sale Studio 1 Bathroom 30 sqm. ,"Pasig, Metro Manila",₱ 6.30 million
For Sale Studio 1 Bathroom 42 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 9.50 million
For Sale 2 Bedrooms 1 Bathroom 60 sqm. ,"Manila, Metro Manila",₱ 9.76 million
For Sale 1 Bedroom 1 Bathroom 54 sqm. ,"Bel-Air, Makati, Metro Manila",₱ 9.00 million
For Sale 1 Bedroom 1 Bathroom 50 sqm. ,"Manila, Metro Manila",₱ 4.90 million
For Sale 2 Bedrooms 2 Bathrooms 32 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"San Jose del Monte, Bulacan",₱ 2.88 million
For Sale 2 Bedrooms 1 Bathroom 81 sqm. ,"Las Piñas, Metro Manila",₱ 7.98 million
For Sale 2 Bedrooms 1 Bathroom 46 sqm. ,"Pasig, Metro Manila",₱ 8.60 million
For Sale 2 Bedrooms 1 Bathroom 66 sqm. ,"Pasig, Metro Manila",₱ 9.68 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Tandang Sora, Quezon City / QC, Metro Manila",₱ 5.07 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Bay City / Manila Bay Freeport Zone, Pasay, Metro Manila",₱ 6.50 million
For Sale 3 Bedrooms 1 Bathroom 98 sqm. ,"Taguig, Metro Manila",₱ 9.00 million
For Sale 1 Bedroom 1 Bathroom 42 sqm. ,"Pasay, Metro Manila",₱ 6.00 million
For Sale 2 Bedrooms 2 Bathrooms 51 sqm. ,"Pioneer, Mandaluyong, Metro Manila",₱ 8.72 million
For Sale 1 Bedroom 1 Bathroom 55 sqm. ,"Mandaluyong, Metro Manila",₱ 10.4 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 2.86 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 2.90 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Mandaluyong, Metro Manila",₱ 4.00 million
For Sale 2 Bedrooms 2 Bathrooms 136 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 65.0 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Mandaluyong, Metro Manila",₱ 5.80 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Manila, Metro Manila",₱ 4.71 million
For Sale 2 Bedrooms 1 Bathroom 54 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.38 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"San Jose del Monte, Bulacan",₱ 2.55 million
For Sale 2 Bedrooms 1 Bathroom 42 sqm. ,"Imus, Cavite",₱ 4.67 million
For Sale Studio 1 Bathroom 38 sqm. ,"Manila, Metro Manila",₱ 5.00 million
For Sale Residential Condominium 1 Bedroom 1 Bathroom 25 sqm. ,"Muntinlupa, Metro Manila",₱ 2.00 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 9.00 million
For Sale 1 Bedroom 1 Bathroom 31 sqm. ,"Pasay, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 51 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 18.0 million
For Sale 2 Bedrooms 1 Bathroom 37 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 5.33 million
For Sale Studio 1 Bathroom 22 sqm. ,"Manila, Metro Manila",₱ 1.86 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Loyola Heights, Quezon City / QC, Metro Manila",₱ 4.00 million
For Sale 2 Bedrooms 1 Bathroom 84 sqm. ,"Taguig, Metro Manila",₱ 21.0 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Pasay, Metro Manila",₱ 4.50 million
For Sale 2 Bedrooms 2 Bathrooms 56 sqm. ,"Manila, Metro Manila",₱ 7.00 million
For Sale 2 Bedrooms 1 Bathroom 44 sqm. ,"Mandaluyong, Metro Manila",₱ 5.83 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Makati, Metro Manila",₱ 10.7 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Mandaluyong, Metro Manila",₱ 6.84 million
For Sale Studio 1 Bathroom 33 sqm. ,"Mandani Bay, Mandaue, Cebu",₱ 4.65 million
For Sale 3 Bedrooms 1 Bathroom 82 sqm. ,"Pasig, Metro Manila",₱ 7.54 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 5.01 million
For Sale Studio 1 Bathroom 22 sqm. ,"Manila, Metro Manila",₱ 2.70 million
For Sale Studio 1 Bathroom 22 sqm. ,"Makati, Metro Manila",₱ 6.50 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Mandaluyong, Metro Manila",₱ 4.70 million
For Sale 1 Bedroom 1 Bathroom 37 sqm. ,"Pioneer, Mandaluyong, Metro Manila",₱ 9.67 million
For Sale 2 Bedrooms 1 Bathroom 30 sqm. ,"Cainta, Rizal",₱ 2.30 million
For Sale Residential Condominium 2 Bedrooms 2 Bathrooms 72 sqm. ,"Angeles, Pampanga",₱ 12.5 million
For Sale Studio 1 Bathroom 25 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Cebu City, Cebu",₱ 7.00 million
For Sale 2 Bedrooms 1 Bathroom 72 sqm. ,"Manila, Metro Manila",₱ 7.00 million
For Sale 4 Bedrooms 3 Bathrooms 198 sqm. ,"Manila, Metro Manila",₱ 22.0 million
For Sale Studio 1 Bathroom 24 sqm. ,"Cebu City, Cebu",₱ 3.00 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Quezon City / QC, Metro Manila",₱ 3.90 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.30 million
For Sale 2 Bedrooms 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 8.00 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Commonwealth, Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Las Piñas, Metro Manila",₱ 3.70 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.60 million
For Sale 1 Bedroom 1 Bathroom 28 sqm. ,"Manila, Metro Manila",₱ 11.0 million
For Sale 2 Bedrooms 2 Bathrooms 49 sqm. ,"Parañaque, Metro Manila",₱ 4.70 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Parañaque, Metro Manila",₱ 4.90 million
For Sale 1 Bedroom 1 Bathroom 39 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 6.50 million
For Sale Studio 1 Bathroom 30 sqm. ,"Bacolod, Negros Occidental",₱ 5.19 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Pasig, Metro Manila",₱ 3.70 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Tagaytay, Cavite",₱ 5.70 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 3.36 million
For Sale 1 Bedroom 1 Bathroom 60 sqm. ,"Ortigas, Mandaluyong, Metro Manila",₱ 18.0 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale 4 Bedrooms 2 Bathrooms 236 sqm. ,"Bay City / Manila Bay Freeport Zone, Manila, Metro Manila",₱ 47.0 million
For Sale 2 Bedrooms 2 Bathrooms 42 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.50 million
For Sale 2 Bedrooms 1 Bathroom 39 sqm. ,"Las Piñas, Metro Manila",₱ 4.80 million
For Sale 2 Bedrooms 1 Bathroom 38 sqm. ,"Las Piñas, Metro Manila",₱ 5.00 million
For Sale 3 Bedrooms 3 Bathrooms 113 sqm. ,"Pasay, Metro Manila",₱ 29.0 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 9.00 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.00 million
For Sale Studio 1 Bathroom 18 sqm. ,"Novaliches, Quezon City / QC, Metro Manila",₱ 2.08 million
For Sale 2 Bedrooms 1 Bathroom 56 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 31 sqm. ,"Pasig, Metro Manila",₱ 3.77 million
For Sale Studio 1 Bathroom 23 sqm. ,"Las Piñas, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 2 Bathrooms 45 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 18.0 million
For Sale Studio 1 Bathroom 29 sqm. ,"Rockwell, Makati, Metro Manila",₱ 11.0 million
For Sale 1 Bedroom 1 Bathroom 35 sqm. ,"Kapitolyo, Pasig, Metro Manila",₱ 7.98 million
For Sale Residential Condominium 2 Bedrooms 1 Bathroom 30 sqm. ,"Parañaque, Metro Manila",₱ 4.70 million
For Sale 2 Bedrooms 1 Bathroom 45 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 11.0 million
For Sale 1 Bedroom 2 Bathrooms 58 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 15.0 million
For Sale 1 Bedroom 1 Bathroom 41 sqm. ,"Entertainment City / E-city, Parañaque, Metro Manila",₱ 12.0 million
For Sale 1 Bedroom 1 Bathroom 56 sqm. ,"Parañaque, Metro Manila",₱ 18.0 million
For Sale Studio 1 Bathroom 22 sqm. ,"Cebu City, Cebu",₱ 1.70 million
For Sale Studio 1 Bathroom 38 sqm. ,"Makati, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 22 sqm. ,"Tanza, Cavite",₱ 2.09 million
For Sale Studio 1 Bathroom 31 sqm. ,"Pasig, Metro Manila",₱ 8.50 million
For Sale Studio 1 Bathroom 13 sqm. ,"Mandaluyong, Metro Manila",₱ 2.10 million
For Sale 3 Bedrooms 2 Bathrooms 90 sqm. ,"Filinvest City, Muntinlupa, Metro Manila",₱ 11.1 million
For Sale Studio 1 Bathroom 18 sqm. ,"Filinvest City, Muntinlupa, Metro Manila",₱ 4.78 million
For Sale 3 Bedrooms 1 Bathroom 50 sqm. ,"Antipolo, Rizal",₱ 2.60 million
For Sale Studio 1 Bathroom 30 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 8.30 million
For Sale 2 Bedrooms 1 Bathroom 39 sqm. ,"Cavite City, Cavite",₱ 2.54 million
For Sale 1 Bedroom 1 Bathroom 31 sqm. ,"Manila, Metro Manila",₱ 7.41 million
For Sale 2 Bedrooms 1 Bathroom 50 sqm. ,"Mandaluyong, Metro Manila",₱ 10.8 million
For Sale Studio 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 4.99 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Manila, Metro Manila",₱ 7.76 million
For Sale Residential Condominium Studio 1 Bathroom 20 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.25 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Batangas City, Batangas",₱ 3.36 million
For Sale Studio 1 Bathroom 22 sqm. ,"Cainta, Rizal",₱ 2.00 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Eastwood City, Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Mandaluyong, Metro Manila",₱ 4.11 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.10 million
For Sale 4 Bedrooms 2 Bathrooms 92 sqm. ,"Davao City, Davao del Sur",₱ 17.3 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Parañaque, Metro Manila",₱ 10.3 million
For Sale 2 Bedrooms 1 Bathroom 26 sqm. ,"Manila, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Bay City / Manila Bay Freeport Zone, Pasay, Metro Manila",₱ 6.50 million
For Sale 3 Bedrooms 1 Bathroom 84 sqm. ,"Taguig, Metro Manila",₱ 9.14 million
For Sale 2 Bedrooms 1 Bathroom 54 sqm. ,"Quezon City / QC, Metro Manila",₱ 6.90 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Bacoor, Cavite",₱ 3.00 million
For Sale 3 Bedrooms 1 Bathroom 83 sqm. ,"Pasig, Metro Manila",₱ 11.6 million
For Sale 2 Bedrooms 1 Bathroom 60 sqm. ,"Taguig, Metro Manila",₱ 10.0 million
For Sale 2 Bedrooms 2 Bathrooms 56 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 11.3 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Ortigas, Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 2 Bedrooms 2 Bathrooms 97 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 25.0 million
For Sale 2 Bedrooms 3 Bathrooms 121 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 28.0 million
For Sale 1 Bedroom 1 Bathroom 30 sqm. ,"Lipa, Batangas",₱ 4.00 million
For Sale 2 Bedrooms 1 Bathroom 39 sqm. ,"Puerto Princesa, Palawan",₱ 5.82 million
For Sale 3 Bedrooms 1 Bathroom 70 sqm. ,"Pasig, Metro Manila",₱ 9.00 million
For Sale 1 Bedroom 1 Bathroom 25 sqm. ,"Pasig, Metro Manila",₱ 8.00 million
For Sale Studio 1 Bathroom 21 sqm. ,"Quezon City / QC, Metro Manila",₱ 5.00 million
For Sale Studio 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 38 sqm. ,"Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 4.60 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Quezon City / QC, Metro Manila",₱ 7.00 million
For Sale 1 Bedroom 1 Bathroom 26 sqm. ,"Baguio City Economic Zone, Baguio, Benguet",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 29 sqm. ,"Cebu Business Park, Cebu City, Cebu",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Cubao, Quezon City / QC, Metro Manila",₱ 5.10 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"San Jose del Monte, Bulacan",₱ 2.46 million
For Sale 1 Bedroom 1 Bathroom 40 sqm. ,"Ortigas, Pasig, Metro Manila",₱ 14.0 million
For Sale 1 Bedroom 1 Bathroom 32 sqm. ,"Ortigas, Mandaluyong, Metro Manila",₱ 5.00 million
For Sale 1 Bedroom 1 Bathroom 36 sqm. ,"Makati, Metro Manila",₱ 6.00 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Quezon City / QC, Metro Manila",₱ 4.50 million
For Sale 2 Bedrooms 1 Bathroom 57 sqm. ,"Cebu City, Cebu",₱ 11.4 million
For Sale Studio 1 Bathroom 25 sqm. ,"Cebu City, Cebu",₱ 5.53 million
For Sale 1 Bedroom 1 Bathroom 21 sqm. ,"Manila, Metro Manila",₱ 4.50 million
For Sale 2 Bedrooms 2 Bathrooms 80 sqm. ,"Makati, Metro Manila",₱ 23.0 million
For Sale 1 Bedroom 1 Bathroom 33 sqm. ,"Manila, Metro Manila",₱ 7.76 million
For Sale 1 Bedroom 1 Bathroom 27 sqm. ,"Laurel, Batangas",₱ 5.24 million
For Sale 1 Bedroom 1 Bathroom 58 sqm. ,"Laurel, Batangas",₱ 11.9 million
For Sale 1 Bedroom 1 Bathroom 23 sqm. ,"Manila, Metro Manila",₱ 5.31 million
For Sale 1 Bedroom 1 Bathroom 54 sqm. ,"BGC / Bonifacio Global City / The Fort / Fort Bonifacio, Taguig, Metro Manila",₱ 14.0 million
For Sale 1 Bedroom 1 Bathroom 24 sqm. ,"Tanza, Cavite",₱ 2.18 million
For Sale 1 Bedroom 1 Bathroom 48 sqm. ,"Manila, Metro Manila",₱ 10.9 million
